Provider Number	Hospital Name
37012F	MUSKOGEE VA MEDICAL CENTER
370138	MEMORIAL HOSPITAL OF TEXAS COUNTY
370139	PERRY MEMORIAL HOSPITAL
370149	ST ANTHONY SHAWNEE HOSPITAL
37014F	OKLAHOMA CITY VA MEDICAL CENTER
370153	KIOWA COUNTY HOSPITAL AUTHORITY
370156	PAULS VALLEY GENERAL HOSPITAL
370158	PURCELL MUNICIPAL HOSPITAL
370166	WAGONER COMMUNITY HOSPITAL
370169	EPIC MEDICAL CENTER
370170	USPHS LAWTON INDIAN HOSPITAL
370171	W W HASTINGS INDIAN HOSPITAL
370172	CHOCTAW NATION HEALTHCARE
370173	CLAREMORE INDIAN HOSPITAL
370178	MEMORIAL HOSPITAL OF STILWELL
370180	CHICKASAW NATION MEDICAL CENTER
370183	HILLCREST HOSPITAL HENRYETTA
370190	SOUTHWESTERN REGIONAL MEDICAL CENTER
370192	NORTHWEST SURGICAL HOSPITAL
370199	LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE
370201	SURGICAL HOSPITAL OF OKLAHOMA
370202	HILLCREST HOSPITAL SOUTH
370203	COMMUNITY HOSPITAL
370206	OKLAHOMA SPINE HOSPITAL
370210	OKLAHOMA SURGICAL HOSPITAL, LLC
370211	INTEGRIS CANADIAN VALLEY  HOSPITAL
370212	OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP
370214	LINDSAY MUNICIPAL HOSPITAL
370215	OKLAHOMA HEART HOSPITAL
370216	TULSA SPINE & SPECIALTY HOSPITAL
370218	SAINT FRANCIS HOSPITAL SOUTH
370220	ORTHOPEDIC HOSPITAL
370222	MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C
370225	SUMMIT MEDICAL CENTER
370227	ST JOHN OWASSO
370228	BAILEY MEDICAL CENTER, L L C
370229	INTEGRIS SEMINOLE MEDICAL CENTER
370233	PINNACLE SPECIALTY HOSPITAL
370234	OKLAHOMA HEART HOSPITAL SOUTH
370235	ST JOHN BROKEN ARROW
370236	INTEGRIS HEALTH EDMOND
371300	ATOKA COUNTY MEDICAL CENTER
371301	PRAGUE COMMUNITY HOSPITAL
371302	MERCY HOSPITAL WATONGA
371303	ROGER MILLS MEMORIAL HOSPITAL
371304	MERCY HOSPITAL TISHOMINGO INC
371305	JANE PHILLIPS NOWATA HEALTH CENTER
371306	MERCY HEALTH LOVE COUNTY
371307	CIMARRON MEMORIAL HOSPITAL
371309	PAWHUSKA HOSPITAL, INC
371310	HEALDTON MERCY HOSPITAL CORPORATION
371311	JEFFERSON COUNTY HOSPITAL
371312	ST JOHN SAPULPA
371313	KINGFISHER REGIONAL HOSPITAL
371314	PHYSICIANS' HOSPITAL IN ANADARKO
371316	STROUD REGIONAL MEDICAL CENTER
371317	MERCY HOSPITAL LOGAN COUNTY
371318	FAIRFAX COMMUNITY HOSPITAL
371319	MARY HURLEY HOSPITAL
371320	CLEVELAND AREA HOSPITAL
371321	HOLDENVILLE GENERAL HOSPITAL
371322	BEAVER COUNTY MEMORIAL HOSPITAL
371323	WEATHERFORD REGIONAL HOSPITAL
371324	HARPER COUNTY COMMUNITY HOSPITAL
371325	CORDELL MEMORIAL HOSPITAL
371326	INTEGRIS MARSHALL COUNTY MEDICAL CENTER
371327	OKEENE MUNICIPAL HOSPITAL
371328	ARBUCKLE MEMORIAL HOSPITAL
371329	FAIRVIEW REGIONAL MEDICAL CENTER
371330	QUARTZ MOUNTAIN MEDICAL CENTER
371331	DRUMRIGHT REGIONAL HOSPITAL
371332	SEILING COMMUNITY HOSPITAL
371333	CREEK NATION COMMUNITY HOSPITAL
371334	CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL
371335	HASKELL COUNTY COMMUNITY HOSPITAL
380001	MID-COLUMBIA MEDICAL CENTER
380002	ASANTE THREE RIVERS MEDICAL CENTER
380004	PROVIDENCE ST VINCENT MEDICAL CENTER
380005	ASHLAND COMMUNITY HOSPITAL
380007	LEGACY EMANUEL MEDICAL CENTER
380009	OHSU HOSPITAL AND CLINICS
380014	GOOD SAMARITAN REGIONAL MEDICAL CENTER
380017	LEGACY GOOD SAMARITAN MEDICAL CENTER
380018	ASANTE ROGUE REGIONAL MEDICAL CENTER
380020	MCKENZIE-WILLAMETTE MEDICAL CENTER
380021	TUALITY COMMUNITY HOSPITAL
380022	SAMARITAN ALBANY GENERAL HOSPITAL
380025	LEGACY MOUNT HOOD MEDICAL CENTER
380027	MERCY MEDICAL CENTER
380029	SILVERTON HOSPITAL
380033	SACRED HEART UNIVERSITY DISTRICT
380037	PROVIDENCE NEWBERG MEDICAL CENTER
380038	PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER
38003F	PORTLAND VA MEDICAL CENTER
380040	ST CHARLES MEDICAL CENTER - REDMOND
380047	ST CHARLES MEDICAL CENTER - BEND
38004F	VA ROSEBURG HEALTHCARE SYSTEM
380050	SKY LAKES MEDICAL CENTER
380051	SALEM HOSPITAL
380052	ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC
380056	SANTIAM MEMORIAL HOSPITAL
380060	ADVENTIST MEDICAL CENTER
380061	PROVIDENCE PORTLAND MEDICAL CENTER
380071	WILLAMETTE VALLEY MEDICAL CENTER
380075	PROVIDENCE MEDFORD MEDICAL CENTER
380082	PROVIDENCE MILWAUKIE HOSPITAL
380089	LEGACY MERIDIAN PARK MEDICAL CENTER
380090	BAY AREA HOSPITAL
380091	KAISER SUNNYSIDE MEDICAL CENTER
380102	SACRED HEART MEDICAL CENTER - RIVERBEND
381301	COTTAGE GROVE COMMUNITY MEDICAL CENTER
381302	SAMARITAN NORTH LINCOLN HOSPITAL
381303	PROVIDENCE SEASIDE HOSPITAL
381304	SOUTHERN COOS HOSPITAL & HEALTH CENTER
381305	BLUE MOUNTAIN HOSPITAL
381306	WALLOWA MEMORIAL HOSPITAL
381307	HARNEY DISTRICT HOSPITAL
381308	WEST VALLEY HOSPITAL
381309	LAKE DISTRICT HOSPITAL
381310	PIONEER MEMORIAL HOSPITAL
381311	LOWER UMPQUA HOSPITAL DISTRICT
381312	COQUILLE VALLEY HOSPITAL DISTRICT
381313	PIONEER MEMORIAL HOSPITAL
381314	SAMARITAN PACIFIC COMMUNITIES HOSPITAL
381315	ST ALPHONSUS MEDICAL CENTER - BAKER CITY, INC
381316	PEACE HARBOR MEDICAL CENTER
381317	TILLAMOOK REGIONAL MEDICAL CENTER
381318	PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL
381319	ST ANTHONY HOSPITAL
381320	COLUMBIA MEMORIAL HOSPITAL
381321	GRANDE RONDE HOSPITAL
381322	CURRY GENERAL HOSPITAL
381323	SAMARITAN LEBANON COMMUNITY HOSPITAL
381324	ST CHARLES - MADRAS
381325	GOOD SHEPHERD MEDICAL CENTER
390001	GEISINGER - COMMUNITY MEDICAL CENTER
390002	UPMC MCKEESPORT
390003	GEISINGER - BLOOMSBURG HOSPITAL
390004	HOLY SPIRIT HOSPITAL
390006	GEISINGER MEDICAL CENTER
390008	ELLWOOD CITY HOSPITAL
390009	SAINT VINCENT HEALTH CENTER
390012	LANSDALE HOSPITAL
390013	EVANGELICAL COMMUNITY HOSPITAL
390016	JAMESON MEMORIAL HOSPITAL
390019	PALMERTON HOSPITAL
39001F	JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA
390025	KENSINGTON HOSPITAL
390026	CHESTNUT HILL HOSPITAL
390027	TEMPLE UNIVERSITY HOSPITAL
390028	UPMC MERCY
390030	SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET
390031	SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET
390032	ALLE KISKI MEDICAL CENTER
390035	ST LUKE'S QUAKERTOWN HOSPITAL
390036	HERITAGE VALLEY BEAVER
390037	HERITAGE VALLEY SEWICKLEY
390039	SOMERSET HOSPITAL
390041	UNIONTOWN HOSPITAL
390042	WASHINGTON HOSPITAL, THE
390043	SOLDIERS AND SAILORS MEMORIAL HOSPITAL
390044	READING HOSPITAL
390045	WILLIAMSPORT REGIONAL MEDICAL CENTER
390046	YORK HOSPITAL
390048	LEWISTOWN HOSPITAL
390049	ST LUKE'S HOSPITAL BETHLEHEM
390050	ALLEGHENY GENERAL HOSPITAL
390052	CLEARFIELD HOSPITAL
390056	J C BLAIR MEMORIAL HOSPITAL
390057	GRAND VIEW HOSPITAL
390058	CARLISLE REGIONAL MEDICAL CENTER
39005F	ERIE VA MEDICAL CENTER
390061	LANCASTER REGIONAL MEDICAL CENTER
390062	NASON HOSPITAL
390063	UPMC HAMOT
390065	GETTYSBURG HOSPITAL
390066	GOOD SAMARITAN HOSPITAL
390067	PINNACLE HEALTH HOSPITALS
390068	HEART OF LANCASTER REGIONAL MEDICAL CENTER
39006F	LEBANON VA MEDICAL CENTER
390070	LOWER BUCKS HOSPITAL
390071	LOCK HAVEN HOSPITAL
390072	BERWICK HOSPITAL CENTER
390073	UPMC ALTOONA
390076	BRANDYWINE HOSPITAL
390079	ROBERT PACKER HOSPITAL
390080	JEANES HOSPITAL
390081	DELAWARE COUNTY MEMORIAL HOSPITAL
390084	SUNBURY COMMUNITY HOSPITAL
390086	DUBOIS REGIONAL MEDICAL CENTER
390090	WESTERN PENNSYLVANIA HOSPITAL
390091	UPMC NORTHWEST
390093	CLARION HOSPITAL
390096	ST JOSEPH MEDICAL CENTER
390097	HOLY REDEEMER HOSPITAL AND MEDICAL CENTER
39009F	PHILADELPHIA VA MEDICAL CENTER
390100	LANCASTER GENERAL HOSPITAL
390101	MEMORIAL HOSPITAL
390102	UPMC ST MARGARET
390104	KANE COMMUNITY HOSPITAL
390107	UPMC PASSAVANT
390110	CONEMAUGH VALLEY MEMORIAL HOSPITAL
390111	HOSPITAL OF UNIV OF PENNSYLVANIA
390112	WINDBER HOSPITAL
390113	MEADVILLE MEDICAL CENTER
390114	MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM
390115	ARIA HEALTH
390116	MERCY SUBURBAN HOSPITAL
390117	UPMC BEDFORD MEMORIAL
390118	BRADFORD REGIONAL MEDICAL CENTER
390119	MOSES TAYLOR HOSPITAL
390122	TITUSVILLE HOSPITAL
390123	POTTSTOWN MEMORIAL MEDICAL CENTER
390125	WAYNE MEMORIAL HOSPITAL
390127	PHOENIXVILLE HOSPITAL
39012F	VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR
390130	MINERS MEDICAL CENTER
390132	ST JOSEPH'S HOSPITAL
390133	LEHIGH VALLEY HOSPITAL
390137	WILKES-BARRE GENERAL HOSPITAL
390138	WAYNESBORO HOSPITAL
390139	MAIN LINE HOSPITAL BRYN MAWR CAMPUS
39013F	WILKES BARRE VA MEDICAL CENTER
390142	ALBERT EINSTEIN MEDICAL CENTER
390145	EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL
390146	WARREN GENERAL HOSPITAL
390147	MONONGAHELA VALLEY HOSPITAL
390150	SOUTHWEST REGIONAL MEDICAL CENTER
390151	CHAMBERSBURG HOSPITAL
390153	MAIN LINE HOSPITAL PAOLI
390154	ELK REGIONAL HEALTH CENTER
390156	MERCY FITZGERALD HOSPITAL
390157	OHIO VALLEY GENERAL HOSPITAL
390160	CANONSBURG GENERAL HOSPITAL
390162	EASTON HOSPITAL
390163	ACMH HOSPITAL
390164	UPMC PRESBYTERIAN SHADYSIDE
390168	BUTLER MEMORIAL HOSPITAL
390173	INDIANA REGIONAL MEDICAL CENTER
390174	THOMAS JEFFERSON UNIVERSITY HOSPITAL
390178	UPMC HORIZON
390179	CHESTER COUNTY HOSPITAL
390180	CROZER CHESTER MEDICAL CENTER
390183	ST LUKE'S MINERS MEMORIAL HOSPITAL
390184	HIGHLANDS HOSPITAL
390185	HAZLETON GENERAL HOSPITAL
390192	TYLER MEMORIAL HOSPITAL
390194	GNADEN HUETTEN MEMORIAL HOSPITAL
390195	MAIN LINE HOSPITAL LANKENAU
390197	SACRED HEART HOSPITAL
390198	MILLCREEK COMMUNITY HOSPITAL
390199	PUNXSUTAWNEY AREA HOSPITAL
390201	POCONO MEDICAL CENTER
390203	DOYLESTOWN HOSPITAL
390204	NAZARETH HOSPITAL
390211	SHARON REGIONAL HEALTH SYSTEM
390217	EXCELA HEALTH FRICK HOSPITAL
390219	EXCELA HEALTH LATROBE HOSPITAL
390220	JENNERSVILLE REGIONAL HOSPITAL
390222	RIDDLE MEMORIAL HOSPITAL
390223	PENN PRESBYTERIAN MEDICAL CENTER
390225	EPHRATA COMMUNITY HOSPITAL
390226	PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS
390228	ST CLAIR MEMORIAL HOSPITAL
390231	ABINGTON MEMORIAL HOSPITAL
390233	HANOVER HOSPITAL
390236	MEMORIAL HOSPITAL, INC  TOWANDA
390237	REGIONAL HOSPITAL OF SCRANTON
390256	MILTON S HERSHEY MEDICAL CENTER
390258	ST MARY MEDICAL CENTER
390263	LEHIGH VALLEY HOSPITAL - MUHLENBERG
390265	JEFFERSON REGIONAL MEDICAL CENTER
390266	GROVE CITY MEDICAL CENTER
390267	FORBES REGIONAL HOSPITAL
390268	MOUNT NITTANY MEDICAL CENTER
390270	GEISINGER WYOMING VALLEY MEDICAL CENTER
390272	VALLEY FORGE MEDICAL CENTER AND HOSPITAL
390278	EAGLEVILLE HOSPITAL
390290	HAHNEMANN UNIVERSITY HOSPITAL
390304	ROXBOROUGH MEMORIAL HOSPITAL
390307	EDGEWOOD SURGICAL HOSPITAL
390312	CANCER TREATMENT CENTERS OF AMERICA
390314	COORDINATED HEALTH ORTHOPEDIC HOSPITAL
390316	SURGICAL INSTITUTE OF READING
390318	WESTFIELD HOSPITAL
390321	SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH
390322	BUCKS COUNTY SPECIALTY HOSPITAL
390323	ADVANCED SURGICAL HOSPITAL
390324	PHYSICIAN'S CARE SURGICAL HOSPITAL
390325	OSS ORTHOPAEDIC HOSPITAL
390326	ST LUKE'S HOSPITAL - ANDERSON CAMPUS
390327	WELLSPAN SURGERY AND REHABILITATION HOSPITAL
390328	UPMC EAST
390329	EINSTEIN MEDICAL CENTER MONTGOMERY
391300	JERSEY SHORE HOSPITAL
391301	MUNCY VALLEY HOSPITAL
391302	MEYERSDALE COMMUNITY HOSPITAL
391303	FULTON COUNTY MEDICAL CENTER
391304	BUCKTAIL MEDICAL CENTER
391305	TROY COMMUNITY HOSPITAL
391306	ENDLESS MOUNTAINS HEALTH SYSTEMS
391307	TYRONE HOSPITAL
391308	CORRY MEMORIAL HOSPITAL
391309	BARNES-KASSON COUNTY HOSPITAL
391311	MID-VALLEY HOSPITAL
391312	BROOKVILLE HOSPITAL
391313	CHARLES COLE MEMORIAL HOSPITAL
393302	CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC
393303	CHILDREN'S HOSPITAL OF PHILADELPHIA
400001	PRESBYTERIAN COMMUNITY HOSP
400003	HOSPITAL METROPOLITANO DR PILA
400004	ASOCIACION HOSPITAL DEL MAESTRO, INC
400005	HIMA SAN PABLO HUMACAO
400006	DOCTORS' CENTER HOSPITAL SAN JUAN
400007	RYDER MEMORIAL HOSPITAL INC
400009	SANTA ROSA CLINIC
400010	CASTANER GENERAL HOSPITAL
400011	HOSPITAL ORIENTE
400012	DR I GONZALEZ MARTINEZ ONCOLOGY HOSP
400013	HOSPITAL MENONITA DE CAYEY
400014	BELLA VISTA HOSPITAL
400015	SAN JUAN MUNICIPAL HOSPITAL
400016	AUXILIO MUTUO HOSPITAL
400018	MENNONITE GENERAL HOSPITAL INC
400019	HOSPITAL PAVIA SANTURCE
400021	HOSPITAL DE LA CONCEPCION
400022	HOSPITAL DAMAS INC
400024	CLINICA ESPANOLA INC
400026	LAFAYETTE HOSPITAL
400032	HOSPITAL HERMANOS MELENDEZ INC
40003F	SAN JUAN VA MEDICAL CENTER
400044	SAN LUKE'S MEMORIAL HOSPITAL INC
400048	HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC
400061	UNIVERSITY DISTRICT HOSPITAL
400079	HOSP COMUNITARIO BUEN SAMARITANO
400087	HOSPITAL DR CAYETANO COLL Y TOSTE
400098	HOSPITAL SAN FRANCISCO
400102	DOCTORS CENTER HOSPITAL BAYAMON
400103	SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC
400104	HOSPITAL MENONITA CAGUAS INC
400105	HOSPITAL UNIVERSITARIO DR RUIZ ARNAU
400106	METROPOLITAN HOSPITAL
400109	HOSPITAL HIMA-SAN PABLO BAYAMON
400110	HOSPITAL METROPOLITANO DR TITO MATTEI
400111	HOSPITAL SAN CARLOS BORROMEO
400112	HOSPITAL UPR, DR  FEDERICO TRILLA
400113	HOSPITAL SAN CRISTOBAL
400114	MANATI MEDICAL CENTER DR OTERO LOPEZ
400115	CENTRO MEDICO WILMA N VAZQUEZ
400117	HOSPITAL DR SUSONI INC
400118	DOCTORS' CENTER HOSPITAL, INC
400120	HIMA SAN PABLO-CAGUAS
400121	HOSPITAL SAN GERARDO
400123	HOSPITAL PEREA
400124	CENTRO CARDIOVASCULAR
400125	HIMA-SAN PABLO FAJARDO
400126	HOSPITAL METROPOLITANO SAN GERMAN
400127	ADMIN DE SERVICIOS MEDICOS  PUERTO RIC
400128	HOSPITAL PAVIA HATO REY, INC
400130	HOSPITAL METROPOLITANO DE LA MONTANA
410001	MEMORIAL HOSPITAL OF RHODE ISLAND
410004	ROGER WILLIAMS MEDICAL CENTER
410005	ST JOSEPH HEALTH SERVICES OF RI
410006	NEWPORT HOSPITAL
410007	RHODE ISLAND HOSPITAL
410008	SOUTH COUNTY HOSPITAL INC
410009	KENT COUNTY MEMORIAL HOSPITAL
410010	WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND
410011	LANDMARK MEDICAL CENTER,  INC
410012	MIRIAM HOSPITAL
410013	WESTERLY HOSPITAL
41005F	PROVIDENCE VA MEDICAL CENTER
420002	PIEDMONT MEDICAL CENTER
420004	MUSC MEDICAL CENTER
420005	MCLEOD MEDICAL CENTER - DILLON
420007	SPARTANBURG REGIONAL MEDICAL CENTER
420009	OCONEE MEDICAL CENTER
420010	CAROLINA PINES REGIONAL MEDICAL CENTER
420011	CANNON MEMORIAL HOSPITAL
420015	BAPTIST EASLEY HOSPITAL
420016	BARNWELL COUNTY HOSPITAL
420018	PALMETTO HEALTH RICHLAND
420019	CHESTER REGIONAL MEDICAL CENTER
420020	GEORGETOWN MEMORIAL HOSPITAL
420023	ST FRANCIS-DOWNTOWN
420026	SISTERS OF CHARITY PROVIDENCE HOSPITALS
420027	ANMED HEALTH
420030	COLLETON MEDICAL CENTER
420033	GREER MEMORIAL HOSPITAL
420036	SPRINGS MEMORIAL HOSPITAL
420037	HILLCREST MEMORIAL HOSPITAL
420038	LAURENS COUNTY HEALTHCARE SYSTEM
420039	WALLACE THOMSON HOSPITAL
420043	NOVANT HEALTH GAFFNEY MEDICAL CENTER
420048	KERSHAW HEALTH
420049	CONWAY MEDICAL CENTER
420051	MCLEOD REGIONAL MEDICAL CENTER-PEE DEE
420053	NEWBERRY COUNTY MEMORIAL HOSPITAL
420054	MARLBORO PARK HOSPITAL
420055	CAROLINAS HOSPITAL SYSTEM MARION
420057	MCLEOD MEDICAL CENTER - DARLINGTON
420062	CHESTERFIELD GENERAL HOSPITAL
420065	BON SECOURS-ST FRANCIS XAVIER HOSPITAL
420066	LAKE CITY COMMUNITY HOSPITAL
420067	BEAUFORT COUNTY MEMORIAL HOSPITAL
420068	TRMC OF ORANGEBURG & CALHOUN
420069	CLARENDON MEMORIAL HOSPITAL
420070	TUOMEY HEALTHCARE SYSTEM
420071	SELF REGIONAL HEALTHCARE
420072	HAMPTON REGIONAL MEDICAL CENTER
420073	LEXINGTON MEDICAL CENTER
420078	GREENVILLE MEMORIAL MEDICAL CENTER
420079	TRIDENT MEDICAL CENTER
420080	HILTON HEAD REGIONAL MEDICAL CENTER
420082	AIKEN REGIONAL MEDICAL CENTER
420083	MARY BLACK MEMORIAL HOSPITAL
420085	GRAND STRAND REGIONAL MEDICAL CENTER
420086	PALMETTO HEALTH BAPTIST
420087	ROPER HOSPITAL
420089	EAST COOPER MEDICAL CENTER
420091	CAROLINAS HOSPITAL SYSTEM
420098	WACCAMAW COMMUNITY HOSPITAL
420101	COASTAL CAROLINA HOSPITAL
420102	PATEWOOD MEMORIAL HOSPITAL
420103	VILLAGE HOSPITAL
420104	MOUNT PLEASANT HOSPITAL
420105	MCLEOD LORIS SEACOAST HOSPITAL
42011F	COLUMBIA SC VA MEDICAL CENTER
42029F	CHARLESTON VA MEDICAL CENTER
421300	ALLENDALE COUNTY HOSPITAL
421301	ABBEVILLE AREA MEDICAL CENTER
421302	FAIRFIELD MEMORIAL HOSPITAL
421303	WILLIAMSBURG REGIONAL HOSPITAL
421304	EDGEFIELD COUNTY HOSPITAL
430005	PRAIRIE LAKES HOSPITAL
430008	BROOKINGS HOSPITAL
430012	AVERA SACRED HEART HOSPITAL
430013	AVERA QUEEN OF PEACE
430014	AVERA ST LUKES
430015	AVERA ST MARY'S HOSPITAL
430016	AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER
430027	SANFORD USD MEDICAL CENTER
43002F	VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE
430048	SPEARFISH REGIONAL HOSPITAL
43005F	SIOUX FALLS VA MEDICAL CENTER
430077	RAPID CITY REGIONAL HOSPITAL
430081	PHS INDIAN HOSPITAL AT PINE RIDGE
430082	PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN
430083	PHS INDIAN HOSPITAL AT EAGLE BUTTE
430084	PHS INDIAN HOSPITAL AT ROSEBUD
430089	SIOUXLAND SURGERY CENTER LP
430090	SIOUX FALLS SPECIALTY HOSPITAL LLP
430091	BLACK HILLS SURGICAL HOSPITAL LLP
430092	DAKOTA PLAINS SURGICAL CENTER LLP
430093	SAME DAY SURGERY CENTER LLC
430094	SPEARFISH REGIONAL SURGERY CENTER
430095	AVERA HEART HOSPITAL OF SOUTH DAKOTA
430096	LEWIS AND CLARK SPECIALTY HOSPITAL
430097	SANFORD ABERDEEN MEDICAL CENTER
431300	MADISON COMMUNITY HOSPITAL - CAH
431306	PLATTE HEALTH CENTER - CAH
431307	SANFORD CLEAR LAKE MEDICAL CENTER
431308	EUREKA COMMUNITY HEALTH SERVICES - CAH
431309	COMMUNITY MEMORIAL HOSPITAL - CAH
431310	AVERA FLANDREAU HOSPITAL - CAH
431311	SANFORD HOSPITAL WEBSTER - CAH
431312	MARSHALL COUNTY HEALTHCARE CENTER - CAH
431315	WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH
431316	COMMUNITY MEMORIAL HOSPITAL - CAH
431317	LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH
431320	LEAD - DEADWOOD REGIONAL HOSPITAL - CAH
431321	STURGIS REGIONAL HOSPITAL
431322	FALL RIVER HOSPITAL - CAH
431323	CUSTER REGIONAL HOSPITAL - CAH
431324	AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH
431325	MOBRIDGE REGIONAL HOSPITAL - CAH
431326	MILBANK AREA HOSPITAL/AVERA HEALTH - CAH
431327	ST MICHAEL'S HOSPITAL - CAH
431329	SANFORD CHAMBERLAIN MEDICAL CENTER
431330	AVERA ST BENEDICT HEALTH CENTER - CAH
431331	AVERA DELLS AREA HOSPITAL  - CAH
431332	AVERA DESMET MEMORIAL HOSPITAL - CAH
431333	SANFORD CANTON-INWOOD MEDICAL CENTER - CAH
431334	WINNER REGIONAL HEALTHCARE CENTER - CAH
431335	HURON REGIONAL MEDICAL CENTER
431336	SANFORD VERMILLION HOSPITAL
431337	AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC
431338	AVERA GREGORY HOSPITAL
440001	UNICOI COUNTY MEMORIAL HOSPITAL
440002	JACKSON-MADISON COUNTY GENERAL HOSPITAL
440003	SUMNER REGIONAL MEDICAL CENTER
440006	TRISTAR SKYLINE MEDICAL CENTER
440007	UNITED REGIONAL MEDICAL CENTER
440008	HENDERSON COUNTY COMMUNITY HOSPITAL
440009	CUMBERLAND MEDICAL CENTER
440010	WAYNE MEDICAL CENTER
440011	BLOUNT MEMORIAL HOSPITAL
440012	WELLMONT BRISTOL REGIONAL MEDICAL CENTER
440015	UNIVERSITY OF TN MEMORIAL HOSPITAL
440016	BAPTIST MEMORIAL HOSPITAL HUNTINGDON
440017	WELLMONT HOLSTON VALLEY MEDICAL CENTER
440018	SYCAMORE SHOALS HOSPITAL
440020	HILLSIDE HOSPITAL
440025	LAUGHLIN MEMORIAL HOSPITAL, INC
440029	WILLIAMSON MEDICAL CENTER
440030	MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION
440031	ROANE MEDICAL CENTER
440032	WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL
440033	TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER
440034	METHODIST MEDICAL CENTER OF OAK RIDGE
440035	GATEWAY MEDICAL CENTER
440039	VANDERBILT UNIVERSITY HOSPITAL
440040	PERRY COMMUNITY HOSPITAL
440046	TRISTAR HORIZON MEDICAL CENTER
440047	GIBSON GENERAL HOSPITAL
440048	BAPTIST MEMORIAL HOSPITAL
440049	METHODIST HEALTHCARE MEMPHIS HOSPITALS
440050	TAKOMA REGIONAL HOSPITAL
440051	MCNAIRY REGIONAL HOSPITAL
440053	SAINT THOMAS RUTHERFORD HOSPITAL
440054	WOODS MEMORIAL HOSPITAL
440056	TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL
440057	CLAIBORNE COUNTY HOSPITAL
440058	SOUTHERN TENNESSEE MEDICAL CENTER
440059	COOKEVILLE REGIONAL MEDICAL CENTER
440060	MILAN GENERAL HOSPITAL
440061	VOLUNTEER COMMUNITY HOSPITAL
440063	JOHNSON CITY MEDICAL CENTER
440064	GRANDVIEW MEDICAL CENTER
440065	NORTHCREST MEDICAL CENTER
440067	LAKEWAY REGIONAL HOSPITAL
440068	ATHENS REGIONAL MEDICAL CENTER
440070	DECATUR COUNTY GENERAL HOSPITAL
440072	DYERSBURG REGIONAL MEDICAL CENTER
440073	MAURY REGIONAL HOSPITAL
440081	LECONTE MEDICAL CENTER
440082	ST THOMAS HOSPITAL
440083	JAMESTOWN REGIONAL MEDICAL CENTER
440084	SWEETWATER HOSPITAL ASSOCIATION
440091	MEMORIAL HEALTHCARE SYSTEM, INC
440102	LINCOLN MEDICAL CENTER
440104	ERLANGER MEDICAL CENTER
440109	HARDIN MEDICAL CENTER
440110	FORT LOUDOUN MEDICAL CENTER
440111	METRO NASHVILLE GENERAL HOSPITAL
440115	HUMBOLDT GENERAL HOSPITAL INC
440120	TENNOVA HEALTHCARE
440125	FORT SANDERS REGIONAL MEDICAL CENTER
440130	BAPTIST MEMORIAL HOSPITAL UNION CITY
440131	BAPTIST MEMORIAL HOSPITAL TIPTON
440132	HENRY COUNTY MEDICAL CENTER
440133	SAINT THOMAS MIDTOWN HOSPITAL
440137	HERITAGE MEDICAL CENTER
44013F	MEMPHIS VA MEDICAL CENTER
440141	CUMBERLAND RIVER HOSPITAL
440144	HARTON REGIONAL MEDICAL CENTER
440147	BAPTIST REHABILITATION GERMANTOWN
440148	STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP
440150	TRISTAR SUMMIT MEDICAL CENTER
440151	RIVER PARK HOSPITAL
440152	REGIONAL MEDICAL CENTER AT MEMPHIS
440153	TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER
440156	PARKRIDGE MEDICAL CENTER
440159	DELTA MEDICAL CENTER
440161	TRISTAR CENTENNIAL MEDICAL CENTER
440168	METHODIST HEALTHCARE FAYETTE HOSPITAL
